StudentID,Age,Gender,Ethnicity,SocioeconomicStatus,PreviousGrades,GPA,TestScores,DaysPresent,DaysAbsent,Punctuality,ExtracurricularActivities,ParentalEducation,HouseholdIncome,DisciplinaryActions,Suspensions,Tutoring,Counseling,Mentorship,CommuteTime,TransportationAvailability,SocialNetwork
526,23,Male,Asian,High,99.79925477,2.165468079,53.07125646,152,28,0.855504561,Yes,PhD,63484,2,No,No,Yes,No,52,No,0.197697889
527,20,Female,Black,Medium,81.08930643,2.507875544,61.19622939,151,29,0.986682625,Yes,Associate Degree,83869,0,No,No,Yes,No,18,Yes,0.364062872
528,18,Male,Hispanic,Medium,75.67433186,3.559976654,68.16363982,177,3,0.944706915,Yes,Master's Degre,65210,0,No,No,Yes,No,32,No,0.66696953
529,24,Male,Hispanic,Medium,86.36455058,2.197474414,71.93237501,151,29,0.915437335,Yes,High School,77600,1,No,No,No,No,52,No,0.447061556
530,20,Male,White,Medium,64.35573256,2.151322208,98.87481291,179,1,0.929544011,Yes,Bachelor's Degree,98497,3,Yes,No,Yes,No,54,No,0.93405982
531,21,Male,White,High,85.46154587,2.723082798,90.39328228,162,18,0.805859889,No,Bachelor's Degree,26487,4,No,Yes,Yes,No,11,Yes,0.854220343
532,19,Male,Black,High,79.92944002,2.184335917,86.87049722,158,22,0.923620593,No,Master's Degre,80692,2,No,No,Yes,No,23,No,0.102400616
533,24,Female,Hispanic,High,76.2669628,3.170156884,76.85206574,165,15,0.901901775,No,Bachelor's Degree,82112,0,Yes,Yes,No,No,47,Yes,0.131525224
534,19,Female,Hispanic,Low,98.12080085,2.452550502,91.99988803,176,4,0.909149936,No,High School,51110,2,Yes,No,No,No,49,Yes,0.676239185
535,22,Female,White,High,80.90158867,3.791395926,66.96614178,154,26,0.871884765,Yes,High School,36360,4,Yes,Yes,No,No,27,Yes,0.23076839
536,19,Female,Hispanic,Medium,68.76469918,3.567000162,85.44495564,172,8,0.81629478,No,Bachelor's Degree,69410,2,Yes,Yes,No,Yes,25,No,0.791029877
537,22,Male,Asian,High,78.35853918,3.399410412,99.68919877,177,3,0.838667847,No,Bachelor's Degree,93167,3,No,Yes,No,Yes,38,Yes,0.591358142
538,23,Male,White,Medium,96.77549618,3.233888055,65.73144545,170,10,0.990148943,No,PhD,23017,1,Yes,Yes,No,Yes,53,No,0.229830528
539,24,Male,Black,Low,67.04381885,3.726931461,83.70087674,156,24,0.881739912,Yes,Associate Degree,80124,2,Yes,Yes,No,No,20,Yes,0.478686797
540,24,Male,White,Medium,68.55828155,2.446124123,92.21574321,162,18,0.893336631,No,Master's Degre,70949,1,No,Yes,Yes,Yes,15,Yes,0.406076292
541,18,Female,Hispanic,Medium,60.52118271,3.746217686,95.79037917,169,11,0.810541958,No,High School,78268,4,Yes,No,Yes,No,12,Yes,0.873159359
542,21,Male,Black,Medium,60.56760198,3.578984597,85.89663455,173,7,0.807513246,Yes,Master's Degre,86320,1,Yes,Yes,Yes,No,23,No,0.032162475
543,22,Male,White,Low,93.17566508,3.496321653,64.18039617,178,2,0.943436289,No,PhD,51127,2,No,Yes,No,Yes,11,No,0.89584389
544,18,Female,Asian,High,89.28490427,3.122511356,66.31410758,176,4,0.907618933,Yes,High School,23196,2,No,No,No,No,41,No,0.652082683
545,19,Female,Asian,High,74.20164226,2.492488322,51.03790161,179,1,0.901741197,No,PhD,95088,0,No,Yes,Yes,Yes,40,No,0.737538188
546,19,Female,White,Low,87.93244629,2.847095832,88.04429888,175,5,0.848624906,Yes,PhD,61300,2,No,No,Yes,No,20,Yes,0.002607463
547,18,Female,Asian,Medium,75.80823705,3.587141309,52.1369803,162,18,0.948950146,No,Bachelor's Degree,69714,1,No,No,No,No,31,Yes,0.628239434
548,24,Male,Asian,High,98.11587184,2.063556969,93.23261773,176,4,0.833647316,No,Master's Degre,51921,0,No,Yes,No,Yes,12,No,0.588486164
549,19,Male,Asian,Low,98.68210726,3.564101539,55.93303072,175,5,0.837986949,No,Master's Degre,24746,2,No,Yes,No,Yes,59,No,0.537205556
550,23,Female,Black,High,75.71175103,2.480141481,58.59382561,156,24,0.892142434,Yes,Bachelor's Degree,88535,2,Yes,No,No,Yes,40,No,0.785866857
551,23,Male,Asian,Low,94.16887625,2.288618401,73.82632354,159,21,0.857255972,No,Master's Degre,85350,4,Yes,Yes,No,Yes,42,No,0.555871096
552,18,Male,Asian,Medium,90.92356167,2.231402636,86.89402076,164,16,0.849492596,Yes,Bachelor's Degree,70345,0,No,No,No,Yes,33,Yes,0.85709719
553,22,Male,Asian,High,72.39999749,2.054500024,56.95011026,170,10,0.929047529,Yes,High School,69220,4,Yes,Yes,No,Yes,10,No,0.232631486
554,22,Female,Black,Low,69.28159316,3.04717297,72.00355375,176,4,0.930194349,Yes,PhD,42063,4,No,No,No,No,53,No,0.805982589
555,18,Male,White,High,78.32938602,2.436519745,74.14256372,155,25,0.964903414,Yes,PhD,91736,4,Yes,Yes,Yes,No,24,Yes,0.179312773
556,22,Female,Hispanic,High,91.25395362,3.978863532,60.61428208,154,26,0.883541713,No,Master's Degre,98946,3,No,Yes,No,No,46,No,0.813117792
557,24,Male,Asian,High,98.40671139,3.148873512,55.77791883,172,8,0.814617018,No,Associate Degree,65971,4,Yes,No,No,No,36,Yes,0.940463519
558,24,Male,White,High,90.54316275,2.275770539,91.82104615,177,3,0.854733277,No,PhD,23598,1,No,No,No,Yes,47,No,0.335694142
559,22,Male,Asian,Low,94.2082794,3.377525082,75.12328249,151,29,0.996001093,Yes,Bachelor's Degree,30564,2,Yes,No,Yes,No,57,Yes,0.529886314
560,23,Female,Black,Medium,84.12257225,3.795487133,50.7190618,170,10,0.919251715,No,Associate Degree,69725,3,No,No,Yes,No,36,No,0.658329023
561,22,Male,White,Low,93.41631323,3.490358991,90.14906507,164,16,0.941947417,Yes,Associate Degree,79940,4,Yes,Yes,No,Yes,53,No,0.079471666
562,24,Female,Black,Low,91.37683432,2.152879722,99.03969027,175,5,0.801471566,Yes,PhD,82085,2,Yes,No,Yes,No,21,No,0.494080718
563,20,Female,Asian,Low,75.07942168,3.791768362,80.29630977,165,15,0.903641146,Yes,PhD,37862,0,No,No,Yes,Yes,12,No,0.360584977
564,21,Female,Asian,Medium,82.07961208,3.587858772,75.18541935,168,12,0.807505732,No,PhD,30265,0,Yes,Yes,Yes,Yes,39,No,0.872455631
565,19,Male,Black,High,92.19012488,2.3166078,93.92079315,158,22,0.913846042,No,Bachelor's Degree,29705,2,Yes,Yes,No,Yes,41,Yes,0.876679519
566,20,Male,Hispanic,High,61.84226937,2.103571777,97.62583948,178,2,0.98415417,Yes,Associate Degree,75279,1,Yes,No,No,No,32,No,0.70077954
567,22,Male,Black,High,92.32317129,3.114621151,87.7268458,171,9,0.993683826,No,Master's Degre,82471,2,Yes,Yes,No,Yes,11,Yes,0.655724475
568,23,Male,Asian,Medium,67.11552496,2.312071623,72.27264649,178,2,0.908110535,No,Bachelor's Degree,99834,2,Yes,No,No,No,16,Yes,0.733688459
569,18,Female,Black,High,80.58734468,3.669181905,79.61106997,175,5,0.891640961,Yes,High School,82979,3,No,Yes,No,No,43,Yes,0.365986901
570,22,Female,Hispanic,Medium,92.33101758,2.716669313,85.04676825,168,12,0.989003419,Yes,PhD,75828,0,No,No,No,No,41,Yes,0.404519247
571,23,Female,Black,High,70.15284313,3.825784889,59.71367855,156,24,0.934721966,No,Associate Degree,66104,0,Yes,Yes,No,Yes,48,No,0.553704723
572,21,Male,Hispanic,High,69.83229757,3.131376344,72.36005161,153,27,0.812979856,Yes,Bachelor's Degree,60934,4,No,No,Yes,Yes,41,No,0.938028127
573,22,Female,Hispanic,Low,76.11057594,2.365344768,91.49106324,179,1,0.893145116,Yes,High School,26050,2,Yes,No,No,Yes,52,No,0.723999874
574,24,Male,Black,Medium,95.7857119,2.279197735,82.73626742,152,28,0.848049004,No,Bachelor's Degree,63952,2,No,Yes,No,No,52,No,0.550989244
575,18,Female,Black,Low,60.01771126,3.152944875,70.56020336,173,7,0.893960864,No,Bachelor's Degree,28484,1,Yes,Yes,No,No,23,Yes,0.770413015
576,23,Male,White,Low,96.05532387,3.523767224,83.1681267,178,2,0.891093114,Yes,Master's Degre,82648,0,Yes,No,No,Yes,12,Yes,0.370890312
577,23,Male,Asian,Low,66.15228099,3.563011295,55.9111206,169,11,0.916428961,No,Master's Degre,79945,1,Yes,No,No,No,55,Yes,0.730466701
578,23,Female,Hispanic,Medium,99.60345504,2.551514809,70.07488053,160,20,0.871354098,Yes,Bachelor's Degree,73678,3,Yes,Yes,No,Yes,41,No,0.410676248
579,21,Female,White,Medium,98.19387972,2.408493518,89.6564269,150,30,0.83285409,Yes,High School,51323,4,No,Yes,No,Yes,52,No,0.279661407
580,22,Female,Black,High,79.78700758,2.033512609,61.02543936,155,25,0.900743887,No,Associate Degree,55361,1,No,Yes,No,No,45,No,0.609724048
581,21,Female,Asian,Low,80.50880991,3.358398302,59.29807538,175,5,0.966040577,Yes,Associate Degree,30315,0,No,Yes,Yes,No,26,No,0.68687756
582,19,Male,White,High,79.26197361,2.153136517,97.540933,160,20,0.932802446,Yes,PhD,67968,3,Yes,Yes,Yes,Yes,57,Yes,0.459293561
583,19,Female,Hispanic,Low,85.41774583,2.841522404,60.49488148,176,4,0.867673573,Yes,PhD,46519,2,No,Yes,No,No,12,No,0.565500731
584,22,Female,White,Medium,63.62886809,3.203364328,63.04592898,150,30,0.987104605,No,Associate Degree,29107,3,No,Yes,No,Yes,19,No,0.694066075
585,24,Female,Hispanic,Medium,61.30471793,3.87421789,98.48079695,170,10,0.982441514,No,Bachelor's Degree,75781,1,Yes,Yes,Yes,Yes,56,Yes,0.767710052
586,21,Male,Black,Medium,62.30811714,2.623604274,86.73542851,156,24,0.84186968,No,Bachelor's Degree,23869,0,Yes,Yes,No,No,49,Yes,0.895571479
587,18,Male,Asian,Low,77.77461397,2.499544325,84.97982665,155,25,0.807883517,Yes,Master's Degre,47370,1,Yes,No,No,Yes,27,No,0.354544206
588,23,Female,Asian,Medium,71.02191757,3.308320309,92.64631919,163,17,0.948261742,Yes,Master's Degre,82695,2,No,Yes,Yes,No,12,No,0.951477253
589,23,Male,Asian,Low,84.88158249,3.238478064,55.79115411,151,29,0.965522052,No,PhD,80422,2,No,Yes,No,Yes,48,Yes,0.63727981
590,22,Female,Black,High,99.69769157,2.664219567,85.29781183,176,4,0.993572913,No,Associate Degree,27971,0,Yes,No,No,No,19,No,0.787701883
591,24,Male,Hispanic,Low,75.45292692,3.856203671,75.18443047,153,27,0.977967279,No,Bachelor's Degree,45651,4,No,No,No,No,18,Yes,0.699769043
592,19,Male,Black,High,82.95365016,3.689724655,91.45753201,160,20,0.920106954,Yes,Associate Degree,76974,3,Yes,No,Yes,Yes,55,Yes,0.205571725
593,19,Male,Asian,Low,76.62415584,2.447965092,75.40708593,164,16,0.906010468,No,High School,43446,3,No,No,Yes,No,55,No,0.071438383
594,23,Male,Black,High,93.89086671,2.478285091,81.01206771,167,13,0.80556821,Yes,Associate Degree,58108,2,Yes,No,No,No,20,Yes,0.726286464
595,22,Female,Black,Medium,96.08945614,3.024600694,73.88710632,176,4,0.849331289,No,High School,95179,1,No,No,Yes,Yes,42,No,0.511052668
596,21,Female,Black,High,95.09422449,3.547144203,73.90794618,150,30,0.89192295,Yes,Master's Degre,23823,1,No,Yes,Yes,No,45,No,0.702213368
597,19,Female,Hispanic,Medium,98.97488955,2.088080759,88.3984989,152,28,0.92570078,Yes,Master's Degre,33454,4,No,No,Yes,Yes,35,No,0.476842804
598,21,Male,White,Medium,61.10076741,3.386670307,81.42832003,152,28,0.911450367,No,PhD,23932,1,Yes,No,No,No,36,No,0.31223452
599,24,Female,White,High,93.59264649,3.296471795,81.66316008,177,3,0.948527198,Yes,Associate Degree,30220,3,Yes,No,Yes,Yes,47,Yes,0.285017909
600,19,Female,Black,Low,90.07088692,2.462960192,72.51412419,156,24,0.855953386,No,Associate Degree,94090,1,Yes,Yes,Yes,Yes,31,No,0.730532131
601,19,Female,White,Low,69.14777638,3.362706026,76.55547482,150,30,0.912990522,Yes,High School,87965,4,No,No,Yes,Yes,35,No,0.276780081
602,20,Male,White,Low,98.25280374,3.880366383,87.28588331,174,6,0.817628449,Yes,Master's Degre,48208,3,Yes,Yes,No,Yes,31,Yes,0.714676871
603,19,Male,Black,Low,65.92711713,2.09357169,91.29704596,160,20,0.882733105,No,High School,92980,1,No,No,Yes,No,14,No,0.383960126
604,18,Male,Black,Low,87.18199709,2.639304111,84.82807011,155,25,0.950032167,Yes,Master's Degre,30510,3,Yes,No,Yes,Yes,44,No,0.770898404
605,22,Female,Asian,Medium,68.99560867,2.876353433,96.20364944,169,11,0.938680171,No,High School,64045,2,Yes,Yes,No,No,11,No,0.142809926
606,22,Female,White,Low,77.25522595,3.798520718,91.01620441,152,28,0.998128547,No,Master's Degre,30537,2,No,Yes,Yes,Yes,44,No,0.204979943
607,21,Female,Hispanic,Medium,88.76639588,3.924522893,78.09318949,168,12,0.855578225,No,High School,92683,2,No,No,Yes,No,18,Yes,0.685911606
608,24,Male,Black,Medium,82.53298568,2.888230493,83.57030363,151,29,0.89963786,Yes,Master's Degre,89134,1,Yes,Yes,Yes,Yes,58,Yes,0.56023112
609,19,Male,Asian,Medium,77.10007325,3.500056824,96.31541385,167,13,0.865906083,Yes,High School,92254,4,Yes,Yes,No,No,27,No,0.203878343
610,18,Female,Hispanic,High,73.05353724,3.063322048,80.95840221,179,1,0.888120623,Yes,Associate Degree,33782,3,No,No,No,No,52,Yes,0.902827012
611,21,Male,White,High,93.58638623,3.075565869,91.2403474,161,19,0.971390026,No,PhD,85587,0,No,No,Yes,Yes,21,Yes,0.275944147
612,20,Male,Asian,Medium,65.75257401,2.55619903,84.44052518,178,2,0.936841815,No,High School,95720,2,Yes,No,Yes,Yes,12,Yes,0.421071398
613,21,Male,Black,High,77.20411506,2.433912492,77.59681805,159,21,0.976488238,Yes,PhD,98004,2,No,Yes,Yes,Yes,27,Yes,0.202287942
614,21,Male,Hispanic,Low,96.15030287,2.576010692,62.09190977,154,26,0.840702222,Yes,Associate Degree,42072,0,Yes,No,Yes,No,47,No,0.388027618
615,19,Female,Black,Low,93.83398202,3.112656015,71.29987597,158,22,0.974672224,No,Associate Degree,92746,0,Yes,No,Yes,No,16,Yes,0.49164675
616,20,Male,White,Medium,76.0376705,2.058310372,98.38714124,151,29,0.811952455,Yes,Master's Degre,65702,1,Yes,Yes,Yes,No,42,No,0.295247055
617,21,Male,Hispanic,Low,90.52433454,3.814497889,82.88826916,151,29,0.977719856,No,PhD,26057,3,No,Yes,No,No,15,No,0.769093673
618,18,Male,White,Medium,92.92643323,2.312567419,78.21976902,177,3,0.865814756,Yes,Bachelor's Degree,50916,2,Yes,No,Yes,Yes,27,Yes,0.393932979
619,18,Male,White,Medium,95.55549696,2.440177354,96.64783128,155,25,0.862917527,No,Master's Degre,47268,4,Yes,Yes,Yes,Yes,54,No,0.72951
620,22,Female,Asian,Low,81.78023076,3.036552353,79.32558905,178,2,0.902417715,Yes,PhD,63978,1,No,No,Yes,Yes,31,Yes,0.207072175
621,20,Female,Black,High,68.17843544,3.420229533,76.30412592,159,21,0.988138038,Yes,High School,43259,1,No,Yes,No,Yes,48,No,0.377035497
622,20,Male,Hispanic,Low,70.21236306,2.191458109,87.96554276,167,13,0.809556273,No,High School,73583,4,No,No,Yes,No,18,No,0.008058289
623,22,Male,White,Low,71.82778696,2.635389395,85.63328095,161,19,0.870446195,No,Associate Degree,99400,4,Yes,Yes,No,No,44,Yes,0.758637584
624,21,Male,White,Medium,83.75209923,3.937349211,59.65800042,153,27,0.971314398,No,Bachelor's Degree,54293,4,No,Yes,Yes,Yes,32,No,0.625886644
625,20,Male,Hispanic,Medium,61.31238497,2.524685934,73.56541373,171,9,0.879210895,Yes,High School,27043,0,No,Yes,Yes,No,21,Yes,0.817823325
626,18,Male,White,Medium,85.44169875,2.62610029,73.62577214,170,10,0.83983138,No,PhD,70430,2,Yes,Yes,Yes,Yes,33,No,0.455610788
627,18,Male,Asian,Medium,74.57416954,3.672996981,68.91122576,166,14,0.884958836,No,PhD,58893,0,Yes,No,Yes,No,59,No,0.799740644
628,19,Female,Asian,High,71.8096721,2.100428863,75.86467411,164,16,0.8771105,Yes,High School,60642,2,Yes,Yes,Yes,No,49,Yes,0.647582544
629,20,Male,Asian,High,95.17986283,2.929226338,70.65536989,155,25,0.98308324,No,PhD,98065,0,Yes,No,Yes,No,18,Yes,0.003612933
630,21,Female,Asian,High,78.40009582,2.759233529,59.96727447,165,15,0.952386875,No,PhD,50868,3,No,Yes,No,No,22,Yes,0.253694295
631,22,Female,White,Medium,63.80212182,2.63317352,70.61832436,166,14,0.901023111,No,Associate Degree,46309,2,Yes,Yes,Yes,No,49,No,0.493891352
632,22,Male,Hispanic,Medium,93.06987072,2.571399188,53.61384738,152,28,0.997674113,Yes,Bachelor's Degree,43284,1,No,No,Yes,No,51,Yes,0.61868735
633,21,Female,Hispanic,Medium,61.9056503,2.18274821,78.78929314,159,21,0.893055506,Yes,Associate Degree,89000,2,Yes,Yes,Yes,Yes,26,Yes,0.065590865
634,24,Female,Hispanic,High,89.06996897,2.629651659,92.68272745,154,26,0.811647566,Yes,Bachelor's Degree,82107,2,Yes,Yes,No,No,16,Yes,0.705079928
635,23,Female,Hispanic,Medium,90.95624887,2.086104805,86.26435422,163,17,0.852454864,No,PhD,85049,2,No,No,Yes,Yes,26,Yes,0.543536098
636,19,Female,Black,Low,74.10410424,3.561927727,68.019702,175,5,0.887214096,Yes,Bachelor's Degree,49265,3,No,Yes,No,Yes,59,No,0.525779307
637,22,Female,Hispanic,Low,92.99151425,2.796455588,54.35356028,178,2,0.831380525,No,PhD,43880,0,No,No,Yes,Yes,33,No,0.292045558
638,20,Female,Black,Medium,80.62637623,2.887807665,60.10746996,170,10,0.989513025,No,PhD,20255,1,Yes,Yes,Yes,Yes,11,No,0.594823099
639,19,Male,Black,Low,78.53174613,3.787189173,77.27451702,162,18,0.95336978,No,Associate Degree,21502,0,Yes,Yes,No,Yes,44,No,0.02749289
640,20,Female,Asian,Low,61.81613126,3.316109968,60.35285417,175,5,0.85365744,Yes,Associate Degree,90192,0,No,Yes,No,Yes,37,No,0.064700331
641,24,Female,Black,High,71.60116775,2.016118207,77.19865556,155,25,0.918160907,Yes,Master's Degre,85424,4,No,No,Yes,No,28,No,0.733870087
642,18,Female,White,Medium,97.24039884,3.886349646,61.57995124,161,19,0.944289831,No,High School,95838,3,Yes,Yes,No,No,42,Yes,0.321891343
643,19,Male,Black,Medium,75.67295853,2.474288932,92.44619347,175,5,0.988255786,No,Master's Degre,90966,4,No,Yes,No,No,30,No,0.346967076
644,22,Female,Asian,High,81.86802082,2.21522837,69.86357364,157,23,0.97632707,Yes,Master's Degre,61366,3,No,Yes,Yes,Yes,19,Yes,0.208385203
645,19,Male,Black,Low,81.28086716,3.536256357,62.2775313,154,26,0.903038445,Yes,Bachelor's Degree,47425,0,Yes,Yes,Yes,Yes,55,Yes,0.445620692
646,19,Female,White,Low,83.61724359,3.000954632,90.61630901,179,1,0.954930524,Yes,PhD,72328,0,No,Yes,Yes,Yes,54,Yes,0.051993431
647,19,Male,White,Medium,62.45323823,2.867541132,67.14194824,164,16,0.912428951,No,PhD,87396,3,Yes,Yes,No,No,18,Yes,0.300363224
648,23,Male,White,Low,74.48705019,2.499006159,55.57438439,176,4,0.910540778,Yes,PhD,91694,0,Yes,Yes,Yes,No,47,No,0.527123922
649,19,Female,Asian,High,88.92513096,3.09494298,78.52047457,165,15,0.822948392,Yes,High School,25806,0,Yes,Yes,Yes,No,15,No,0.465631922
650,20,Female,Asian,High,68.02241004,2.54876921,79.07821022,150,30,0.825227532,Yes,Bachelor's Degree,37106,1,No,Yes,No,Yes,51,No,0.999669643
651,18,Male,Hispanic,Medium,68.1431351,3.803166011,85.73478376,165,15,0.905906723,No,Bachelor's Degree,76731,4,No,No,No,Yes,44,Yes,0.388764652
652,24,Female,Asian,High,60.40362427,2.430408959,62.01097166,154,26,0.853772309,Yes,PhD,95010,4,No,Yes,Yes,Yes,27,No,0.386999059
653,21,Male,White,High,77.49927706,3.768710301,72.18856695,152,28,0.80420738,No,Master's Degre,52599,4,No,No,No,No,28,No,0.503581777
654,19,Male,White,Medium,95.30937523,3.118810851,64.11839595,169,11,0.944567841,No,High School,91326,2,Yes,No,No,Yes,14,No,0.19030311
655,22,Male,Asian,High,62.07603774,3.656976268,54.04768681,164,16,0.806497319,No,Master's Degre,95706,1,Yes,No,No,Yes,34,No,0.876304423
656,19,Male,Black,High,67.64474838,3.425691992,93.83069135,162,18,0.919055368,Yes,Associate Degree,29004,4,No,Yes,Yes,Yes,20,No,0.572267789
657,22,Male,Asian,High,72.40338153,3.393390223,86.44349022,173,7,0.907838759,Yes,Bachelor's Degree,71364,4,No,No,Yes,Yes,19,No,0.192107639
658,20,Female,Asian,Low,89.26898946,2.648691615,65.07315297,165,15,0.993762938,Yes,Bachelor's Degree,45792,1,No,No,Yes,No,26,Yes,0.793441591
659,22,Male,White,Medium,85.62542371,2.467793863,79.96864964,172,8,0.896842628,No,Master's Degre,84912,0,No,No,No,No,45,Yes,0.034332171
660,21,Male,Hispanic,Medium,76.63775618,2.421772455,60.06318941,160,20,0.812720287,Yes,High School,74645,4,Yes,Yes,Yes,Yes,35,No,0.982564201
661,18,Female,White,Medium,90.36275757,3.714383314,94.51183109,170,10,0.910337594,No,Bachelor's Degree,27232,0,No,No,Yes,Yes,40,Yes,0.865149335
662,22,Male,Hispanic,Low,84.38524047,3.640853641,55.74531717,151,29,0.968219234,Yes,Master's Degre,98210,4,Yes,Yes,No,No,41,Yes,0.579639456
663,22,Female,White,Low,95.84163199,2.881147056,50.19185728,171,9,0.999369857,Yes,High School,74766,3,No,No,No,No,30,No,0.111295663
664,18,Female,Asian,Medium,92.72106997,2.264809227,75.10040989,176,4,0.886068635,Yes,Master's Degre,68542,2,No,No,Yes,Yes,27,Yes,0.215272773
665,21,Female,White,Low,70.11254424,2.764504504,79.15639117,155,25,0.864059748,Yes,High School,25913,4,No,Yes,No,No,27,No,0.27943517
666,19,Male,White,Medium,70.85754311,3.238686908,78.94826601,175,5,0.981330659,No,PhD,30567,3,Yes,Yes,Yes,No,10,Yes,0.241031738
667,22,Male,White,Low,65.01425903,2.908806309,52.72559637,175,5,0.838248426,No,High School,58379,1,No,No,Yes,Yes,23,No,0.49752001
668,18,Male,Asian,High,73.47858903,3.560378537,65.70219035,179,1,0.923085783,No,Associate Degree,94968,3,Yes,No,Yes,No,17,Yes,0.94456037
669,20,Female,Asian,High,99.98175675,3.995245645,74.95994734,176,4,0.881142885,No,PhD,20319,1,Yes,No,No,No,11,Yes,0.444172585
670,18,Male,Asian,Medium,76.23004674,2.382264177,60.82895928,155,25,0.808216473,Yes,Master's Degre,24791,4,No,Yes,No,No,24,Yes,0.661564568
671,20,Female,Asian,Low,68.81953739,2.919301639,93.63129427,163,17,0.869457695,No,PhD,20329,1,Yes,Yes,Yes,No,43,Yes,0.688583206
672,21,Male,Hispanic,Low,90.49931538,2.861967804,54.35546447,174,6,0.853045705,No,PhD,94387,3,Yes,No,Yes,Yes,45,No,0.871580725
673,19,Female,Hispanic,High,81.69884014,2.608985065,74.36922208,160,20,0.937218231,No,Master's Degre,81032,2,Yes,No,Yes,No,10,Yes,0.033821288
674,18,Male,Black,High,65.98405798,2.396191033,84.57080288,157,23,0.9897581,Yes,Master's Degre,64078,0,No,Yes,Yes,No,30,No,0.404330059
675,24,Male,Asian,Low,75.22758725,2.131384233,63.08755501,157,23,0.853609437,No,Associate Degree,41300,0,Yes,Yes,No,Yes,51,No,0.784735114
676,24,Male,Hispanic,Low,76.57878862,3.774238634,81.21203685,150,30,0.962293188,No,Master's Degre,95700,2,Yes,No,Yes,No,10,Yes,0.814867015
677,23,Female,White,Low,90.15318802,2.839697395,91.46925751,170,10,0.811071963,Yes,Bachelor's Degree,70945,0,No,Yes,Yes,Yes,41,Yes,0.927332615
678,22,Female,Asian,Low,60.82685476,2.993791037,59.51684875,156,24,0.907624202,Yes,Bachelor's Degree,75609,4,No,No,No,Yes,29,No,0.70279436
679,21,Male,Black,Low,70.76078587,3.833884096,95.86102959,155,25,0.814110013,No,Associate Degree,80562,4,Yes,Yes,Yes,No,56,Yes,0.245153946
680,18,Male,Black,Low,80.70385205,3.552580955,77.67792663,170,10,0.986806598,No,High School,81901,3,Yes,No,Yes,No,45,No,0.505665743
681,24,Female,Black,Medium,70.7538697,2.261002528,64.96160022,157,23,0.953270256,Yes,High School,25703,3,Yes,No,Yes,No,48,Yes,0.032345288
682,22,Female,White,Low,85.1373619,3.130839935,71.54291377,168,12,0.931589982,No,Bachelor's Degree,83115,1,Yes,No,Yes,No,39,No,0.646928341
683,24,Female,Hispanic,High,79.27469917,2.884504553,65.60959419,171,9,0.964779276,Yes,Master's Degre,47676,3,No,Yes,Yes,No,16,Yes,0.554295212
684,18,Male,White,Medium,74.46841019,3.594422145,86.255558,170,10,0.929503959,No,Associate Degree,81710,4,No,No,No,Yes,31,Yes,0.666836281
685,20,Female,Asian,Low,97.96834507,3.448465095,89.81503317,173,7,0.993788879,No,High School,80077,3,Yes,No,No,No,59,No,0.930140553
686,18,Male,Black,High,85.28637997,3.380811444,91.64686962,169,11,0.94279159,No,High School,65440,0,No,Yes,No,Yes,54,No,0.687276612
687,23,Female,White,Medium,65.19765489,2.681089671,99.28841248,157,23,0.984931722,No,PhD,56923,1,Yes,No,No,No,19,No,0.32044993
688,18,Male,White,High,82.4036679,3.609927461,89.56421462,175,5,0.903426378,No,Bachelor's Degree,49802,1,No,No,Yes,Yes,17,Yes,0.198736664
689,18,Female,Hispanic,Low,91.22927413,2.104782591,80.06920353,163,17,0.823412883,Yes,Master's Degre,82904,4,No,No,No,No,36,Yes,0.854636207
690,23,Female,Hispanic,Low,88.3395879,2.319249803,66.96101492,167,13,0.905635544,Yes,Associate Degree,80162,3,Yes,Yes,No,No,19,Yes,0.194332143
691,21,Female,Black,Low,66.88356917,2.671246546,77.22977244,174,6,0.825374566,No,High School,85169,0,Yes,Yes,No,No,23,Yes,0.161609581
692,18,Female,White,Low,98.89679996,2.153614882,52.05340864,178,2,0.918498696,No,PhD,88147,3,Yes,Yes,No,No,55,No,0.206612081
693,23,Female,White,Medium,77.95254583,2.469988555,87.24125378,165,15,0.896498612,No,Bachelor's Degree,42075,2,Yes,Yes,No,No,20,No,0.508840848
694,22,Male,Hispanic,Medium,66.36100015,3.660301966,72.29777725,158,22,0.92451508,Yes,Bachelor's Degree,94716,3,No,No,No,Yes,15,Yes,0.124187443
695,20,Female,White,High,67.20783017,3.896503076,51.00116149,164,16,0.802009396,Yes,Associate Degree,29304,4,No,Yes,No,No,30,Yes,0.938118331
696,20,Female,White,Low,63.92939969,2.609204712,53.12534708,179,1,0.838968098,Yes,High School,79622,3,Yes,Yes,No,No,42,Yes,0.966253707
697,18,Female,White,High,92.14072434,2.529031608,69.37332319,175,5,0.898266086,Yes,Associate Degree,74215,1,No,Yes,Yes,No,28,No,0.973801853
698,21,Male,Hispanic,Medium,64.88121977,2.559785304,79.17107595,159,21,0.990100712,Yes,Associate Degree,93973,0,No,No,No,Yes,48,No,0.039124805
699,21,Female,Black,Low,65.00501029,2.555438175,73.21019745,178,2,0.876721808,Yes,PhD,32521,4,Yes,No,Yes,No,33,Yes,0.946197526
700,22,Male,Asian,Low,94.01886459,2.071860364,80.96021586,171,9,0.884874405,Yes,Bachelor's Degree,44028,2,Yes,No,No,Yes,27,No,0.997414933
